from,to,car,incoming_time,boarding_time,attended_time,dist_d,n_call,n_floor,car_position_call,car_direction_call,car_queue_buttons,car_queue_floor,dist_d_deny1,n_call_deny1,n_floor_deny1,car_position_deny1,car_direction_deny1,car_queue_buttons_deny1,car_queue_floor_deny1,dist_d_deny2,n_call_deny2,n_floor_deny2,car_position_deny2,car_direction_deny2,car_queue_buttons_deny2,car_queue_floor_deny2,dist_d_deny3,n_call_deny3,n_floor_deny3,car_position_deny3,car_direction_deny3,car_queue_buttons_deny3,car_queue_floor_deny3,waiting_time,journey_time,total_time
0,12,e_0,389,417,471,19,4,4,9,4,0,1,11,1,0,11,4,0,1,19,4,4,7,5,3,1,27,9,9,3,5,8,1,28,54,82
0,12,e_0,389,417,471,19,4,4,9,4,0,1,19,4,4,7,5,3,1,27,9,9,3,5,8,1,11,1,0,11,4,0,1,28,54,82
0,12,e_0,389,417,471,19,4,4,9,4,0,1,19,4,4,7,5,3,1,11,1,0,11,4,0,1,27,9,9,3,5,8,1,28,54,82
0,12,e_0,392,417,471,18,4,4,8,4,0,1,4,8,8,4,3,8,1,18,4,4,8,5,3,1,10,1,0,10,4,0,1,25,54,79
0,12,e_0,392,417,471,18,4,4,8,4,0,1,10,1,0,10,4,0,1,4,8,8,4,3,8,1,18,4,4,8,5,3,1,25,54,79
0,12,e_0,392,417,471,18,4,4,8,4,0,1,10,1,0,10,4,0,1,18,4,4,8,5,3,1,4,8,8,4,3,8,1,25,54,79
0,12,e_0,392,417,471,18,4,4,8,4,0,1,18,4,4,8,5,3,1,4,8,8,4,3,8,1,10,1,0,10,4,0,1,25,54,79
0,12,e_0,392,417,471,18,4,4,8,4,0,1,18,4,4,8,5,3,1,10,1,0,10,4,0,1,4,8,8,4,3,8,1,25,54,79
0,13,e_0,384,417,476,20,5,5,11,4,0,1,28,9,9,2,2,9,1,20,5,5,6,5,4,1,13,1,0,13,4,0,1,33,59,92
0,13,e_0,384,417,476,20,5,5,11,4,0,1,13,1,0,13,4,0,1,28,9,9,2,2,9,1,20,5,5,6,5,4,1,33,59,92
0,13,e_0,384,417,476,20,5,5,11,4,0,1,13,1,0,13,4,0,1,20,5,5,6,5,4,1,28,9,9,2,2,9,1,33,59,92
0,13,e_0,384,417,476,20,5,5,11,4,0,1,20,5,5,6,5,4,1,28,9,9,2,2,9,1,13,1,0,13,4,0,1,33,59,92
0,13,e_0,384,417,476,20,5,5,11,4,0,1,20,5,5,6,5,4,1,13,1,0,13,4,0,1,28,9,9,2,2,9,1,33,59,92
0,6,e_3,429,453,477,8,1,0,8,4,0,1,28,9,9,2,5,8,1,21,3,3,1,5,3,0,18,3,3,12,5,2,1,24,24,48
0,6,e_3,429,453,477,8,1,0,8,4,0,1,18,3,3,12,5,2,1,28,9,9,2,5,8,1,21,3,3,1,5,3,0,24,24,48
0,6,e_3,429,453,477,8,1,0,8,4,0,1,18,3,3,12,5,2,1,21,3,3,1,5,3,0,28,9,9,2,5,8,1,24,24,48
0,6,e_3,429,453,477,8,1,0,8,4,0,1,21,3,3,1,5,3,0,28,9,9,2,5,8,1,18,3,3,12,5,2,1,24,24,48
0,6,e_3,429,453,477,8,1,0,8,4,0,1,21,3,3,1,5,3,0,18,3,3,12,5,2,1,28,9,9,2,5,8,1,24,24,48
0,6,e_3,443,453,477,3,1,0,3,4,0,1,25,7,7,5,5,6,1,17,2,2,5,5,2,0,14,1,0,14,4,0,1,10,24,34
0,6,e_3,443,453,477,3,1,0,3,4,0,1,14,1,0,14,4,0,1,25,7,7,5,5,6,1,17,2,2,5,5,2,0,10,24,34
0,6,e_3,443,453,477,3,1,0,3,4,0,1,14,1,0,14,4,0,1,17,2,2,5,5,2,0,25,7,7,5,5,6,1,10,24,34
0,6,e_3,443,453,477,3,1,0,3,4,0,1,17,2,2,5,5,2,0,25,7,7,5,5,6,1,14,1,0,14,4,0,1,10,24,34
0,6,e_3,443,453,477,3,1,0,3,4,0,1,17,2,2,5,5,2,0,14,1,0,14,4,0,1,25,7,7,5,5,6,1,10,24,34
0,7,e_3,351,453,482,0,1,0,0,4,0,1,15,2,2,11,5,2,0,22,1,1,8,5,1,0,8,1,0,8,4,0,1,102,29,131
0,7,e_3,351,453,482,0,1,0,0,4,0,1,8,1,0,8,4,0,1,15,2,2,11,5,2,0,22,1,1,8,5,1,0,102,29,131
0,7,e_3,351,453,482,0,1,0,0,4,0,1,8,1,0,8,4,0,1,22,1,1,8,5,1,0,15,2,2,11,5,2,0,102,29,131
0,7,e_3,351,453,482,0,1,0,0,4,0,1,22,1,1,8,5,1,0,15,2,2,11,5,2,0,8,1,0,8,4,0,1,102,29,131
0,7,e_3,351,453,482,0,1,0,0,4,0,1,22,1,1,8,5,1,0,8,1,0,8,4,0,1,15,2,2,11,5,2,0,102,29,131
0,7,e_3,436,453,482,5,1,0,5,4,0,1,27,8,8,3,5,7,1,19,3,3,3,5,3,0,16,2,2,14,5,1,1,17,29,46
0,7,e_3,436,453,482,5,1,0,5,4,0,1,16,2,2,14,5,1,1,27,8,8,3,5,7,1,19,3,3,3,5,3,0,17,29,46
0,7,e_3,436,453,482,5,1,0,5,4,0,1,16,2,2,14,5,1,1,19,3,3,3,5,3,0,27,8,8,3,5,7,1,17,29,46
0,7,e_3,436,453,482,5,1,0,5,4,0,1,19,3,3,3,5,3,0,27,8,8,3,5,7,1,16,2,2,14,5,1,1,17,29,46
0,7,e_3,436,453,482,5,1,0,5,4,0,1,19,3,3,3,5,3,0,16,2,2,14,5,1,1,27,8,8,3,5,7,1,17,29,46
0,15,e_0,398,417,484,16,4,4,6,4,0,1,25,7,7,5,5,6,1,16,4,4,10,5,3,1,8,1,0,8,4,0,1,19,67,86
0,15,e_0,398,417,484,16,4,4,6,4,0,1,8,1,0,8,4,0,1,25,7,7,5,5,6,1,16,4,4,10,5,3,1,19,67,86
0,15,e_0,398,417,484,16,4,4,6,4,0,1,8,1,0,8,4,0,1,16,4,4,10,5,3,1,25,7,7,5,5,6,1,19,67,86
0,15,e_0,398,417,484,16,4,4,6,4,0,1,16,4,4,10,5,3,1,25,7,7,5,5,6,1,8,1,0,8,4,0,1,19,67,86
0,15,e_0,398,417,484,16,4,4,6,4,0,1,16,4,4,10,5,3,1,8,1,0,8,4,0,1,25,7,7,5,5,6,1,19,67,86
0,8,e_3,449,453,487,1,1,0,1,4,0,1,23,7,7,7,5,6,1,15,2,2,7,5,2,0,12,1,0,12,4,0,1,4,34,38
0,8,e_3,449,453,487,1,1,0,1,4,0,1,12,1,0,12,4,0,1,23,7,7,7,5,6,1,15,2,2,7,5,2,0,4,34,38
0,8,e_3,449,453,487,1,1,0,1,4,0,1,12,1,0,12,4,0,1,15,2,2,7,5,2,0,23,7,7,7,5,6,1,4,34,38
0,8,e_3,449,453,487,1,1,0,1,4,0,1,15,2,2,7,5,2,0,23,7,7,7,5,6,1,12,1,0,12,4,0,1,4,34,38
0,8,e_3,449,453,487,1,1,0,1,4,0,1,15,2,2,7,5,2,0,12,1,0,12,4,0,1,23,7,7,7,5,6,1,4,34,38
0,9,e_3,437,453,492,5,1,0,5,4,0,1,26,8,8,4,5,7,1,19,3,3,3,5,3,0,16,2,2,14,5,1,1,16,39,55
0,9,e_3,437,453,492,5,1,0,5,4,0,1,16,2,2,14,5,1,1,26,8,8,4,5,7,1,19,3,3,3,5,3,0,16,39,55
0,9,e_3,437,453,492,5,1,0,5,4,0,1,16,2,2,14,5,1,1,19,3,3,3,5,3,0,26,8,8,4,5,7,1,16,39,55
0,9,e_3,437,453,492,5,1,0,5,4,0,1,19,3,3,3,5,3,0,26,8,8,4,5,7,1,16,2,2,14,5,1,1,16,39,55
0,9,e_3,437,453,492,5,1,0,5,4,0,1,19,3,3,3,5,3,0,16,2,2,14,5,1,1,26,8,8,4,5,7,1,16,39,55
0,1,e_1,453,487,494,30,8,8,11,4,0,1,22,6,6,8,5,5,1,30,8,8,0,5,7,1,14,2,2,8,5,2,0,34,7,41
0,1,e_1,453,487,494,30,8,8,11,4,0,1,14,2,2,8,5,2,0,22,6,6,8,5,5,1,30,8,8,0,5,7,1,34,7,41
0,1,e_1,453,487,494,30,8,8,11,4,0,1,14,2,2,8,5,2,0,30,8,8,0,5,7,1,22,6,6,8,5,5,1,34,7,41
0,1,e_1,453,487,494,30,8,8,11,4,0,1,30,8,8,0,5,7,1,22,6,6,8,5,5,1,14,2,2,8,5,2,0,34,7,41
0,1,e_1,453,487,494,30,8,8,11,4,0,1,30,8,8,0,5,7,1,14,2,2,8,5,2,0,22,6,6,8,5,5,1,34,7,41
0,3,e_1,456,487,502,30,7,7,10,4,0,1,21,6,6,9,5,5,1,30,7,7,0,5,7,0,13,2,2,9,5,2,0,31,15,46
0,3,e_1,456,487,502,30,7,7,10,4,0,1,13,2,2,9,5,2,0,21,6,6,9,5,5,1,30,7,7,0,5,7,0,31,15,46
0,3,e_1,456,487,502,30,7,7,10,4,0,1,13,2,2,9,5,2,0,30,7,7,0,5,7,0,21,6,6,9,5,5,1,31,15,46
0,3,e_1,456,487,502,30,7,7,10,4,0,1,30,7,7,0,5,7,0,21,6,6,9,5,5,1,13,2,2,9,5,2,0,31,15,46
0,3,e_1,456,487,502,30,7,7,10,4,0,1,30,7,7,0,5,7,0,13,2,2,9,5,2,0,21,6,6,9,5,5,1,31,15,46
0,3,e_1,465,487,502,28,7,7,7,4,0,1,20,4,4,10,5,3,1,28,7,7,2,5,6,1,11,1,0,11,4,0,1,22,15,37
0,3,e_1,465,487,502,28,7,7,7,4,0,1,11,1,0,11,4,0,1,20,4,4,10,5,3,1,28,7,7,2,5,6,1,22,15,37
0,3,e_1,465,487,502,28,7,7,7,4,0,1,11,1,0,11,4,0,1,28,7,7,2,5,6,1,20,4,4,10,5,3,1,22,15,37
0,3,e_1,465,487,502,28,7,7,7,4,0,1,28,7,7,2,5,6,1,20,4,4,10,5,3,1,11,1,0,11,4,0,1,22,15,37
0,3,e_1,465,487,502,28,7,7,7,4,0,1,28,7,7,2,5,6,1,11,1,0,11,4,0,1,20,4,4,10,5,3,1,22,15,37
0,4,e_1,371,487,507,22,8,8,1,4,0,1,13,0,0,13,3,0,0,22,8,8,4,5,7,1,15,1,1,15,5,1,0,116,20,136
0,4,e_1,371,487,507,22,8,8,1,4,0,1,15,1,1,15,5,1,0,13,0,0,13,3,0,0,22,8,8,4,5,7,1,116,20,136
0,4,e_1,371,487,507,22,8,8,1,4,0,1,15,1,1,15,5,1,0,22,8,8,4,5,7,1,13,0,0,13,3,0,0,116,20,136
0,4,e_1,371,487,507,22,8,8,1,4,0,1,22,8,8,4,5,7,1,13,0,0,13,3,0,0,15,1,1,15,5,1,0,116,20,136
0,4,e_1,371,487,507,22,8,8,1,4,0,1,22,8,8,4,5,7,1,15,1,1,15,5,1,0,13,0,0,13,3,0,0,116,20,136
0,1,e_2,489,500,507,22,4,4,3,4,0,1,14,1,0,14,4,0,1,22,4,4,8,5,3,1,30,9,9,0,5,9,0,11,7,18
0,1,e_2,489,500,507,22,4,4,3,4,0,1,30,9,9,0,5,9,0,14,1,0,14,4,0,1,22,4,4,8,5,3,1,11,7,18
0,1,e_2,489,500,507,22,4,4,3,4,0,1,30,9,9,0,5,9,0,22,4,4,8,5,3,1,14,1,0,14,4,0,1,11,7,18
0,1,e_2,489,500,507,22,4,4,3,4,0,1,22,4,4,8,5,3,1,14,1,0,14,4,0,1,30,9,9,0,5,9,0,11,7,18
0,1,e_2,489,500,507,22,4,4,3,4,0,1,22,4,4,8,5,3,1,30,9,9,0,5,9,0,14,1,0,14,4,0,1,11,7,18
0,14,e_3,431,453,509,7,1,0,7,4,0,1,28,9,9,2,5,8,1,21,3,3,1,5,3,0,17,3,3,13,5,2,1,22,56,78
0,14,e_3,431,453,509,7,1,0,7,4,0,1,17,3,3,13,5,2,1,28,9,9,2,5,8,1,21,3,3,1,5,3,0,22,56,78
0,14,e_3,431,453,509,7,1,0,7,4,0,1,17,3,3,13,5,2,1,21,3,3,1,5,3,0,28,9,9,2,5,8,1,22,56,78
0,14,e_3,431,453,509,7,1,0,7,4,0,1,21,3,3,1,5,3,0,28,9,9,2,5,8,1,17,3,3,13,5,2,1,22,56,78
0,14,e_3,431,453,509,7,1,0,7,4,0,1,21,3,3,1,5,3,0,17,3,3,13,5,2,1,28,9,9,2,5,8,1,22,56,78
0,14,e_3,435,453,509,6,1,0,6,4,0,1,27,8,8,3,5,7,1,19,3,3,3,5,3,0,16,2,2,14,5,1,1,18,56,74
0,14,e_3,435,453,509,6,1,0,6,4,0,1,16,2,2,14,5,1,1,27,8,8,3,5,7,1,19,3,3,3,5,3,0,18,56,74
0,14,e_3,435,453,509,6,1,0,6,4,0,1,16,2,2,14,5,1,1,19,3,3,3,5,3,0,27,8,8,3,5,7,1,18,56,74
0,14,e_3,435,453,509,6,1,0,6,4,0,1,19,3,3,3,5,3,0,27,8,8,3,5,7,1,16,2,2,14,5,1,1,18,56,74
0,14,e_3,435,453,509,6,1,0,6,4,0,1,19,3,3,3,5,3,0,16,2,2,14,5,1,1,27,8,8,3,5,7,1,18,56,74
0,15,e_3,350,453,514,1,1,0,1,4,0,1,15,2,2,11,5,2,0,22,1,1,8,5,1,0,8,1,0,8,4,0,1,103,61,164
0,15,e_3,350,453,514,1,1,0,1,4,0,1,8,1,0,8,4,0,1,15,2,2,11,5,2,0,22,1,1,8,5,1,0,103,61,164
0,15,e_3,350,453,514,1,1,0,1,4,0,1,8,1,0,8,4,0,1,22,1,1,8,5,1,0,15,2,2,11,5,2,0,103,61,164
0,15,e_3,350,453,514,1,1,0,1,4,0,1,22,1,1,8,5,1,0,15,2,2,11,5,2,0,8,1,0,8,4,0,1,103,61,164
0,15,e_3,350,453,514,1,1,0,1,4,0,1,22,1,1,8,5,1,0,8,1,0,8,4,0,1,15,2,2,11,5,2,0,103,61,164
0,15,e_3,426,453,514,9,1,0,9,4,0,1,29,10,10,1,5,9,1,22,4,4,0,5,4,0,18,3,3,12,2,3,1,27,61,88
0,15,e_3,426,453,514,9,1,0,9,4,0,1,18,3,3,12,2,3,1,29,10,10,1,5,9,1,22,4,4,0,5,4,0,27,61,88
0,15,e_3,426,453,514,9,1,0,9,4,0,1,18,3,3,12,2,3,1,22,4,4,0,5,4,0,29,10,10,1,5,9,1,27,61,88
0,15,e_3,426,453,514,9,1,0,9,4,0,1,22,4,4,0,5,4,0,29,10,10,1,5,9,1,18,3,3,12,2,3,1,27,61,88
0,15,e_3,426,453,514,9,1,0,9,4,0,1,22,4,4,0,5,4,0,18,3,3,12,2,3,1,29,10,10,1,5,9,1,27,61,88
0,15,e_3,434,453,514,6,1,0,6,4,0,1,27,8,8,3,5,7,1,20,3,3,2,5,3,0,16,2,2,14,2,2,1,19,61,80
0,15,e_3,434,453,514,6,1,0,6,4,0,1,16,2,2,14,2,2,1,27,8,8,3,5,7,1,20,3,3,2,5,3,0,19,61,80
0,15,e_3,434,453,514,6,1,0,6,4,0,1,16,2,2,14,2,2,1,20,3,3,2,5,3,0,27,8,8,3,5,7,1,19,61,80
0,15,e_3,434,453,514,6,1,0,6,4,0,1,20,3,3,2,5,3,0,27,8,8,3,5,7,1,16,2,2,14,2,2,1,19,61,80
0,15,e_3,434,453,514,6,1,0,6,4,0,1,20,3,3,2,5,3,0,16,2,2,14,2,2,1,27,8,8,3,5,7,1,19,61,80
0,15,e_3,441,453,514,4,1,0,4,4,0,1,26,7,7,4,5,6,1,18,2,2,4,5,2,0,15,1,0,15,4,0,1,12,61,73
0,15,e_3,441,453,514,4,1,0,4,4,0,1,15,1,0,15,4,0,1,26,7,7,4,5,6,1,18,2,2,4,5,2,0,12,61,73
0,15,e_3,441,453,514,4,1,0,4,4,0,1,15,1,0,15,4,0,1,18,2,2,4,5,2,0,26,7,7,4,5,6,1,12,61,73
0,15,e_3,441,453,514,4,1,0,4,4,0,1,18,2,2,4,5,2,0,26,7,7,4,5,6,1,15,1,0,15,4,0,1,12,61,73
0,15,e_3,441,453,514,4,1,0,4,4,0,1,18,2,2,4,5,2,0,15,1,0,15,4,0,1,26,7,7,4,5,6,1,12,61,73
0,15,e_3,442,453,514,3,1,0,3,4,0,1,25,7,7,5,5,6,1,18,2,2,4,5,2,0,15,1,0,15,4,0,1,11,61,72
0,15,e_3,442,453,514,3,1,0,3,4,0,1,15,1,0,15,4,0,1,25,7,7,5,5,6,1,18,2,2,4,5,2,0,11,61,72
0,15,e_3,442,453,514,3,1,0,3,4,0,1,15,1,0,15,4,0,1,18,2,2,4,5,2,0,25,7,7,5,5,6,1,11,61,72
0,15,e_3,442,453,514,3,1,0,3,4,0,1,18,2,2,4,5,2,0,25,7,7,5,5,6,1,15,1,0,15,4,0,1,11,61,72
0,15,e_3,442,453,514,3,1,0,3,4,0,1,18,2,2,4,5,2,0,15,1,0,15,4,0,1,25,7,7,5,5,6,1,11,61,72
0,15,e_3,444,453,514,3,1,0,3,4,0,1,25,7,7,5,5,6,1,17,2,2,5,5,2,0,14,1,0,14,4,0,1,9,61,70
0,15,e_3,444,453,514,3,1,0,3,4,0,1,14,1,0,14,4,0,1,25,7,7,5,5,6,1,17,2,2,5,5,2,0,9,61,70
0,15,e_3,444,453,514,3,1,0,3,4,0,1,14,1,0,14,4,0,1,17,2,2,5,5,2,0,25,7,7,5,5,6,1,9,61,70
0,15,e_3,444,453,514,3,1,0,3,4,0,1,17,2,2,5,5,2,0,25,7,7,5,5,6,1,14,1,0,14,4,0,1,9,61,70
0,15,e_3,444,453,514,3,1,0,3,4,0,1,17,2,2,5,5,2,0,14,1,0,14,4,0,1,25,7,7,5,5,6,1,9,61,70
0,6,e_1,373,487,515,22,7,7,0,4,0,1,13,0,0,13,3,0,0,22,7,7,4,5,6,1,15,0,0,15,3,0,0,114,28,142
0,6,e_1,373,487,515,22,7,7,0,4,0,1,15,0,0,15,3,0,0,13,0,0,13,3,0,0,22,7,7,4,5,6,1,114,28,142
0,6,e_1,373,487,515,22,7,7,0,4,0,1,15,0,0,15,3,0,0,22,7,7,4,5,6,1,13,0,0,13,3,0,0,114,28,142
0,6,e_1,373,487,515,22,7,7,0,4,0,1,22,7,7,4,5,6,1,13,0,0,13,3,0,0,15,0,0,15,3,0,0,114,28,142
0,6,e_1,373,487,515,22,7,7,0,4,0,1,22,7,7,4,5,6,1,15,0,0,15,3,0,0,13,0,0,13,3,0,0,114,28,142
0,6,e_1,458,487,515,29,8,8,9,4,0,1,21,5,5,9,5,4,1,29,8,8,1,5,7,1,12,2,2,10,5,2,0,29,28,57
0,6,e_1,458,487,515,29,8,8,9,4,0,1,12,2,2,10,5,2,0,21,5,5,9,5,4,1,29,8,8,1,5,7,1,29,28,57
0,6,e_1,458,487,515,29,8,8,9,4,0,1,12,2,2,10,5,2,0,29,8,8,1,5,7,1,21,5,5,9,5,4,1,29,28,57
0,6,e_1,458,487,515,29,8,8,9,4,0,1,29,8,8,1,5,7,1,21,5,5,9,5,4,1,12,2,2,10,5,2,0,29,28,57
0,6,e_1,458,487,515,29,8,8,9,4,0,1,29,8,8,1,5,7,1,12,2,2,10,5,2,0,21,5,5,9,5,4,1,29,28,57
0,3,e_2,488,500,515,22,4,4,4,4,0,1,14,1,0,14,4,0,1,22,4,4,8,5,3,1,30,9,9,0,2,9,0,12,15,27
0,3,e_2,488,500,515,22,4,4,4,4,0,1,30,9,9,0,2,9,0,14,1,0,14,4,0,1,22,4,4,8,5,3,1,12,15,27
0,3,e_2,488,500,515,22,4,4,4,4,0,1,30,9,9,0,2,9,0,22,4,4,8,5,3,1,14,1,0,14,4,0,1,12,15,27
0,3,e_2,488,500,515,22,4,4,4,4,0,1,22,4,4,8,5,3,1,14,1,0,14,4,0,1,30,9,9,0,2,9,0,12,15,27
0,3,e_2,488,500,515,22,4,4,4,4,0,1,22,4,4,8,5,3,1,30,9,9,0,2,9,0,14,1,0,14,4,0,1,12,15,27
0,4,e_2,464,500,520,28,7,7,11,2,1,0,20,4,4,10,5,3,1,28,7,7,2,5,6,1,7,1,0,7,4,0,1,36,20,56
0,4,e_2,464,500,520,28,7,7,11,2,1,0,7,1,0,7,4,0,1,20,4,4,10,5,3,1,28,7,7,2,5,6,1,36,20,56
0,4,e_2,464,500,520,28,7,7,11,2,1,0,7,1,0,7,4,0,1,28,7,7,2,5,6,1,20,4,4,10,5,3,1,36,20,56
0,4,e_2,464,500,520,28,7,7,11,2,1,0,28,7,7,2,5,6,1,20,4,4,10,5,3,1,7,1,0,7,4,0,1,36,20,56
0,4,e_2,464,500,520,28,7,7,11,2,1,0,28,7,7,2,5,6,1,7,1,0,7,4,0,1,20,4,4,10,5,3,1,36,20,56
0,8,e_1,459,487,523,29,7,7,9,4,0,1,21,5,5,9,5,4,1,29,7,7,1,2,7,1,12,1,1,10,2,2,0,28,36,64
0,8,e_1,459,487,523,29,7,7,9,4,0,1,12,1,1,10,2,2,0,21,5,5,9,5,4,1,29,7,7,1,2,7,1,28,36,64
0,8,e_1,459,487,523,29,7,7,9,4,0,1,12,1,1,10,2,2,0,29,7,7,1,2,7,1,21,5,5,9,5,4,1,28,36,64
0,8,e_1,459,487,523,29,7,7,9,4,0,1,29,7,7,1,2,7,1,21,5,5,9,5,4,1,12,1,1,10,2,2,0,28,36,64
0,8,e_1,459,487,523,29,7,7,9,4,0,1,29,7,7,1,2,7,1,12,1,1,10,2,2,0,21,5,5,9,5,4,1,28,36,64
0,9,e_1,455,487,528,30,7,7,10,4,0,1,22,6,6,8,5,5,1,30,7,7,0,5,7,0,13,2,2,9,5,2,0,32,41,73
0,9,e_1,455,487,528,30,7,7,10,4,0,1,13,2,2,9,5,2,0,22,6,6,8,5,5,1,30,7,7,0,5,7,0,32,41,73
0,9,e_1,455,487,528,30,7,7,10,4,0,1,13,2,2,9,5,2,0,30,7,7,0,5,7,0,22,6,6,8,5,5,1,32,41,73
0,9,e_1,455,487,528,30,7,7,10,4,0,1,30,7,7,0,5,7,0,22,6,6,8,5,5,1,13,2,2,9,5,2,0,32,41,73
0,9,e_1,455,487,528,30,7,7,10,4,0,1,30,7,7,0,5,7,0,13,2,2,9,5,2,0,22,6,6,8,5,5,1,32,41,73
0,9,e_1,457,487,528,30,7,7,10,4,0,1,21,5,5,9,2,5,1,30,7,7,0,5,7,0,13,2,2,9,5,2,0,30,41,71
0,9,e_1,457,487,528,30,7,7,10,4,0,1,13,2,2,9,5,2,0,21,5,5,9,2,5,1,30,7,7,0,5,7,0,30,41,71
0,9,e_1,457,487,528,30,7,7,10,4,0,1,13,2,2,9,5,2,0,30,7,7,0,5,7,0,21,5,5,9,2,5,1,30,41,71
0,9,e_1,457,487,528,30,7,7,10,4,0,1,30,7,7,0,5,7,0,21,5,5,9,2,5,1,13,2,2,9,5,2,0,30,41,71
0,9,e_1,457,487,528,30,7,7,10,4,0,1,30,7,7,0,5,7,0,13,2,2,9,5,2,0,21,5,5,9,2,5,1,30,41,71
0,6,e_2,496,500,528,20,3,3,1,4,0,1,11,1,0,11,4,0,1,20,3,3,10,5,2,1,29,9,9,1,5,8,1,4,28,32
0,6,e_2,496,500,528,20,3,3,1,4,0,1,29,9,9,1,5,8,1,11,1,0,11,4,0,1,20,3,3,10,5,2,1,4,28,32
0,6,e_2,496,500,528,20,3,3,1,4,0,1,29,9,9,1,5,8,1,20,3,3,10,5,2,1,11,1,0,11,4,0,1,4,28,32
0,6,e_2,496,500,528,20,3,3,1,4,0,1,20,3,3,10,5,2,1,11,1,0,11,4,0,1,29,9,9,1,5,8,1,4,28,32
0,6,e_2,496,500,528,20,3,3,1,4,0,1,20,3,3,10,5,2,1,29,9,9,1,5,8,1,11,1,0,11,4,0,1,4,28,32
0,10,e_1,370,487,533,23,8,8,1,4,0,1,13,0,0,13,3,0,0,23,8,8,3,5,7,1,16,1,1,14,5,1,0,117,46,163
0,10,e_1,370,487,533,23,8,8,1,4,0,1,16,1,1,14,5,1,0,13,0,0,13,3,0,0,23,8,8,3,5,7,1,117,46,163
0,10,e_1,370,487,533,23,8,8,1,4,0,1,16,1,1,14,5,1,0,23,8,8,3,5,7,1,13,0,0,13,3,0,0,117,46,163
0,10,e_1,370,487,533,23,8,8,1,4,0,1,23,8,8,3,5,7,1,13,0,0,13,3,0,0,16,1,1,14,5,1,0,117,46,163
0,10,e_1,370,487,533,23,8,8,1,4,0,1,23,8,8,3,5,7,1,16,1,1,14,5,1,0,13,0,0,13,3,0,0,117,46,163
0,10,e_1,461,487,533,29,7,7,8,4,0,1,20,5,5,10,5,4,1,29,7,7,1,5,6,1,12,1,1,10,5,1,0,26,46,72
0,10,e_1,461,487,533,29,7,7,8,4,0,1,12,1,1,10,5,1,0,20,5,5,10,5,4,1,29,7,7,1,5,6,1,26,46,72
0,10,e_1,461,487,533,29,7,7,8,4,0,1,12,1,1,10,5,1,0,29,7,7,1,5,6,1,20,5,5,10,5,4,1,26,46,72
0,10,e_1,461,487,533,29,7,7,8,4,0,1,29,7,7,1,5,6,1,20,5,5,10,5,4,1,12,1,1,10,5,1,0,26,46,72
0,10,e_1,461,487,533,29,7,7,8,4,0,1,29,7,7,1,5,6,1,12,1,1,10,5,1,0,20,5,5,10,5,4,1,26,46,72
0,1,e_0,413,531,536,13,1,0,1,4,0,1,21,5,5,9,2,5,1,13,1,0,13,4,0,1,3,1,0,3,4,0,1,118,5,123
0,1,e_0,413,531,536,13,1,0,1,4,0,1,3,1,0,3,4,0,1,21,5,5,9,2,5,1,13,1,0,13,4,0,1,118,5,123
0,1,e_0,413,531,536,13,1,0,1,4,0,1,3,1,0,3,4,0,1,13,1,0,13,4,0,1,21,5,5,9,2,5,1,118,5,123
0,1,e_0,413,531,536,13,1,0,1,4,0,1,13,1,0,13,4,0,1,21,5,5,9,2,5,1,3,1,0,3,4,0,1,118,5,123
0,1,e_0,413,531,536,13,1,0,1,4,0,1,13,1,0,13,4,0,1,3,1,0,3,4,0,1,21,5,5,9,2,5,1,118,5,123
0,8,e_2,491,500,536,21,3,3,3,4,0,1,13,1,0,13,4,0,1,21,3,3,9,2,3,1,30,9,9,0,5,9,0,9,36,45
0,8,e_2,491,500,536,21,3,3,3,4,0,1,30,9,9,0,5,9,0,13,1,0,13,4,0,1,21,3,3,9,2,3,1,9,36,45
0,8,e_2,491,500,536,21,3,3,3,4,0,1,30,9,9,0,5,9,0,21,3,3,9,2,3,1,13,1,0,13,4,0,1,9,36,45
0,8,e_2,491,500,536,21,3,3,3,4,0,1,21,3,3,9,2,3,1,13,1,0,13,4,0,1,30,9,9,0,5,9,0,9,36,45
0,8,e_2,491,500,536,21,3,3,3,4,0,1,21,3,3,9,2,3,1,30,9,9,0,5,9,0,13,1,0,13,4,0,1,9,36,45
0,11,e_1,374,487,538,22,7,7,0,3,0,0,13,0,0,13,3,0,0,22,7,7,4,5,6,1,15,0,0,15,3,0,0,113,51,164
0,11,e_1,374,487,538,22,7,7,0,3,0,0,15,0,0,15,3,0,0,13,0,0,13,3,0,0,22,7,7,4,5,6,1,113,51,164
0,11,e_1,374,487,538,22,7,7,0,3,0,0,15,0,0,15,3,0,0,22,7,7,4,5,6,1,13,0,0,13,3,0,0,113,51,164
0,11,e_1,374,487,538,22,7,7,0,3,0,0,22,7,7,4,5,6,1,13,0,0,13,3,0,0,15,0,0,15,3,0,0,113,51,164
0,11,e_1,374,487,538,22,7,7,0,3,0,0,22,7,7,4,5,6,1,15,0,0,15,3,0,0,13,0,0,13,3,0,0,113,51,164
0,11,e_1,454,487,538,30,7,7,11,4,0,1,22,6,6,8,5,5,1,30,7,7,0,2,7,0,14,2,2,8,5,2,0,33,51,84
0,11,e_1,454,487,538,30,7,7,11,4,0,1,14,2,2,8,5,2,0,22,6,6,8,5,5,1,30,7,7,0,2,7,0,33,51,84
